,cid_ce,longest_strike_above,longest_strike_below,number_peaks,q_01,q_75,q_90,target
0,147.47699085603242,1444.0,1866.0,6210.0,-12.172721248555831,0.3850753902969392,2.3947778313262083,1.4307971859
1,139.7154899497135,1601.0,1771.0,6116.0,-15.172873358380802,0.2865199558648768,2.6029177607852807,1.3914988931
2,139.6990111426633,1349.0,1112.0,6748.0,-19.684940854487824,0.4122347681882941,3.1914988785502763,1.3531960947
3,135.4088041266501,1594.0,1089.0,6259.0,-16.344410840666782,0.3674240559678309,2.6810496385797205,1.3137978019
4,123.4429605432605,897.0,1078.0,6230.0,-19.448758071005763,0.3192007860077825,2.756352908096924,1.2743995091
5,150.02991261837,1509.0,1345.0,6436.0,-13.75167087088259,0.3954655677140084,2.552193665781528,1.2360967106999998
6,152.25261597560777,1732.0,870.0,6413.0,-16.000647830467294,0.2989201661926485,2.7732798271148327,1.1967984179
7,144.7257869974979,1659.0,956.0,5866.0,-14.810139628366866,0.1953158395787122,1.9702783963766124,1.1584956195
8,144.63905283686597,1319.0,1191.0,7254.0,-20.138417171861704,0.5355356365385929,3.66676410425226,1.1190973267
9,139.77477308109064,1246.0,1448.0,6730.0,-17.832576813416487,0.4437311767890185,3.1257961041574913,1.0796990339
10,134.80514192099605,1527.0,1216.0,6331.0,-14.512945654475537,0.3700403659016031,2.5708962516820666,1.0413962355
11,119.85894163562841,1391.0,897.0,7299.0,-29.751688879379373,0.7398961337640978,4.577254015853359,1.0019979427
12,130.001858766747,1224.0,1105.0,6873.0,-22.39729035881648,0.5168755024852715,3.783072686759248,0.96269964992
13,136.56544486173055,1077.0,1641.0,6521.0,-15.831800156650386,0.4957089359882895,3.0128517198303504,0.92439685152
14,144.6111993229969,1675.0,1685.0,5905.0,-13.217228435560546,0.2151819559737425,2.3549328014839257,0.8849985587200001
15,142.95688212081052,1252.0,1032.0,7015.0,-17.130580527418758,0.3997179869805723,3.1155937820516684,0.84669576032
16,134.34331355032026,1822.0,1780.0,6350.0,-16.951191155044974,0.3793433625438154,2.6247235214774918,0.8072974675200001
17,143.89795192009638,1440.0,1213.0,6590.0,-16.220389168585612,0.291335682526469,2.8614377991994284,0.76799917472
18,144.91604359249928,1422.0,873.0,6955.0,-19.653014950801747,0.4696397535757926,3.2274983760877465,0.72969637632
19,132.04456628750248,1346.0,1622.0,6370.0,-20.73766038756835,0.31614163658553285,3.021388158686933,0.69029808352
20,140.23926515170797,1271.0,1041.0,7202.0,-20.86188122611484,0.5339393929895184,3.95657073736307,0.6508997907199999
21,126.46809064472912,1023.0,1510.0,7193.0,-20.810810382792763,0.5237437690054927,3.585122399840225,0.61259699232
22,108.19566181375198,1203.0,918.0,7041.0,-25.14363291081748,0.5519190496620163,3.6871275658680833,0.57329869952
23,146.66660197945725,997.0,1593.0,6614.0,-16.128916019973015,0.3398271943006301,2.8975308716534114,0.53499590112
24,150.86845235374474,1151.0,1211.0,6879.0,-14.306170558511353,0.4239284504036652,2.8425809370347834,0.49559760832
25,143.28793727128888,1333.0,2207.0,6785.0,-18.158018921955488,0.373919558922199,3.15172672179722,0.45619931552
26,135.67962515226958,1238.0,901.0,6400.0,-17.190838075926848,0.30196779178105343,2.661091033350007,0.41789651712
27,149.25181797734817,1441.0,1230.0,6348.0,-15.673005302330832,0.32666297446093395,2.584479258422789,0.37849822432
28,138.1708947559482,800.0,1839.0,6700.0,-15.648537449854755,0.3842388604049,3.020250369220299,0.33919993151999994
29,94.28819323264416,817.0,1306.0,8189.0,-191.87781899362702,2.1603634194709835,13.198654995928194,0.30089713312
30,147.60961158734395,889.0,543.0,8767.0,-25.538009128300168,1.4235306952123814,5.843262073875005,0.26149884032
31,147.57389305693178,1265.0,633.0,7379.0,-16.018649966847438,0.3546898694150536,3.0355280613467093,0.22319604192
